| BigMoneyProvider | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:33:18:33:33    | toBigMoney | toBigMoney()                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:45:14:45:23    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:45:14:45:23    |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withNegativeSignCharacter                                                | test_withNegativeSignCharacter()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:456:17:456:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:456:50:462:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withPositiveSignCharacter_sameNull                                       | test_withPositiveSignCharacter_sameNull()                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:448:17:448:55                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:448:59:453:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withPositiveSignCharacter_same                                           | test_withPositiveSignCharacter_same()                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:440:17:440:51                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:440:55:445:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withPositiveSignCharacter                                                | test_withPositiveSignCharacter()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:431:17:431:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:431:50:437:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withZeroCharacter_sameNull                                               | test_withZeroCharacter_sameNull()                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:423:17:423:47                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:423:51:428:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withZeroCharacter_same                                                   | test_withZeroCharacter_same()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:415:17:415:43                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:415:47:420:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withZeroCharacter                                                        | test_withZeroCharacter()                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:406:17:406:38                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:406:42:412:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_localize_LV                                                              | test_localize_LV()                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:392:17:392:32                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:392:36:403:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_localize_DE_noGrouping                                                   | test_localize_DE_noGrouping()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:378:17:378:43                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:378:47:389:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_localize_DE_fixedZeroAndDecimal                                          | test_localize_DE_fixedZeroAndDecimal()                                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:360:17:360:52                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:360:56:375:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_localize_DE_fixedGrouping                                                | test_localize_DE_fixedGrouping()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:345:17:345:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:345:50:357:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_localize_DE_fixedDecimal                                                 | test_localize_DE_fixedDecimal()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:330:17:330:45                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:330:49:342:5                       |
